Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9378368696766699,0.015920792623997447,0.5982375811888072,0.5293819074640552,20.91214811574403,0.6130106915095274
2,1.0016354326145378,0.010480513418104477,0.3057801552851751,0.30455792749036226,21.48507675863078,0.6405356139295242
3,1.0000007577856145,0.009748787979210565,2.220522598332117e-06,2.801089972009012e-06,22.377647365684506,0.655554780960083
4,1.00000003126567,0.009213718031337876,7.188665248751583e-07,7.527482449121292e-07,22.690299876458248,0.665431638324962
5,1.000000091769738,0.008903885361498701,5.76020707746226e-07,6.604528755224509e-07,22.955988403735354,0.6709586508133832
6,0.9999997331710633,0.008794809687146526,9.980108768627224e-07,7.396083339459916e-07,23.12267667986156,0.6726852501139922
7,0.9999999951745222,0.008928996646877177,9.342422677690195e-07,9.28909457301045e-07,23.041700612578012,0.6741065808604745
8,1.0000002857596575,0.008644944945584513,2.5734996137895205e-06,2.817608828058429e-06,23.273004586154325,0.6828697794325211
9,1.0000011585715287,0.008412853254864138,1.1503542484511244e-05,1.0958145822670048e-05,23.31836359401972,0.6841296357267043
10,0.9999999858519274,0.008371363437015139,2.766886330699275e-07,2.6588730253217885e-07,23.382004044641633,0.6869003496450536
11,0.9999999908630005,0.008230264954001247,2.8843855723139343e-07,2.8511411404869776e-07,23.324591720491547,0.6870434088566724
12,0.9999999881219007,0.008157803382345303,2.63747917788514e-07,2.55781641353515e-07,23.431419068918,0.6840223653877483
13,0.9999999853808009,0.0080672431647956,2.781323670358383e-07,2.6764442145168596e-07,23.273543189850162,0.6857356203303617
14,0.9999999901777256,0.008041941799268038,2.7760523385769283e-07,2.7128006199963714e-07,23.43845202619407,0.6904512063194723
15,1.000000010750251,0.008245144015300774,2.6672901298866916e-07,2.8397815422503337e-07,20.23562521221463,0.6078895576210583
16,1.0000002343354826,0.010613019877520507,2.1611919322424797e-07,4.502187997416344e-07,23.212379557317185,0.6701063600007225
17,1.0000000500250719,0.00842664857735177,1.8391801112799354e-07,2.36546365377098e-07,23.303304967373766,0.6775215892230764
18,1.0000000107359743,0.008147639920656195,1.5603742656503256e-07,1.7464785386352729e-07,23.283194602150665,0.6822038740270278
19,1.0000000034263747,0.008101182549433436,1.403996516294187e-07,1.490845002717697e-07,23.47326351942531,0.6878539333623999
20,0.99999999954315,0.007914940895746925,1.5536639945687552e-07,1.6044317585590715e-07,23.494939492587243,0.6895099988404443
21,1.0000000370048476,0.008119859857941994,1.3435556302586597e-07,1.7593042313539278e-07,23.316121590132614,0.6835242988081539
22,1.0000000073095996,0.008040943434071577,1.1704754994302212e-07,1.315698281615766e-07,23.529458442168554,0.6899794694956611
