Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
72,1.1497228282194578e-10,0.011104420578765298,1.0,1.1492972186884727e-10,21.63872918736432,0.5859909353536717
73,2.180789179080697e-10,0.011073444692228368,1.0,2.0980640573179447e-10,21.638402012209173,0.5865839337601381
74,7.955004782478747e-11,0.011121648037415778,1.0,7.946686875985424e-11,21.63096986396144,0.5873873903470881
75,7.128871453733153e-11,0.011101506467083256,1.0,7.124100189760417e-11,21.65489996600916,0.5872644506833132
76,6.200612771030641e-11,0.010988606886190926,1.0,6.197208531523919e-11,21.668701331508746,0.587137507445672
77,6.940655165286816e-11,0.01104176625096334,1.0,6.912139528495513e-11,21.66093529525016,0.5859182305546368
78,5.885510454826663e-11,0.01104928865181115,1.0,5.878966625891518e-11,21.61966333401111,0.5870711383048226
79,4.940353985020788e-11,0.011011835105137197,1.0,4.939966496908665e-11,21.637262614132368,0.5855235680061228
80,6.155478670648066e-11,0.011054644693960686,1.0,6.09762300822982e-11,21.620612525688866,0.5858933630760979
81,1.6338021504761684e-10,0.01147814353492981,1.0,1.1112700113864169e-10,21.446221839987558,0.5737975817918778
82,3.244632999320011e-09,0.011248284025106602,0.9999999977157501,5.919319363975324e-10,21.609939978699746,0.586277374309652
83,1.8978728003037095e-09,0.011153528585494635,0.99999999954315,9.765511939894071e-10,21.638611498028887,0.587406247363371
84,9.329847015386009e-11,0.01103523326602703,1.0,8.343050507854862e-11,21.630958028605214,0.5868961920457728
85,1.7944691185418226e-11,0.011144281507966047,1.0,1.793515066750827e-11,21.607146562068866,0.5853066901950276
86,2.2001809700065515e-11,0.01106391152668142,1.0,2.1868763268575494e-11,21.65930570990585,0.5847713040954926
87,1.83014030793068e-11,0.010981078423158137,1.0,1.8224818039433414e-11,21.66317475124167,0.5875348450857051
88,1.470534712566895e-11,0.011011102404110802,1.0,1.4682520307056648e-11,21.642765500124177,0.5882225365147871
89,1.1072172291415527e-11,0.01094679355465188,1.0,1.1067057876619e-11,21.65659863208056,0.5832513512232724
90,1.5706501877334663e-11,0.011000062418198156,1.0,1.5739276756078776e-11,21.66093800770156,0.5889650052435258
91,1.3974678006190543e-11,0.011043397471041022,1.0,1.3973843284884827e-11,21.65589715854861,0.5853935752896702
92,1.3850126120003876e-11,0.010970966130450456,1.0,1.3821517402188979e-11,21.649412896953915,0.5843882108435912
93,1.0576063879765913e-11,0.011051089793532908,1.0,1.0563719722549217e-11,21.66482456598793,0.5887747702528449
94,9.637971716040432e-12,0.011067113522105588,1.0,9.630004032433395e-12,21.657122626759534,0.5887181489257252
95,7.965578404380276e-12,0.010999447259895816,1.0,7.962329299303475e-12,21.640605424373952,0.5869745655270184
96,8.419041279061203e-12,0.0109967795607751,1.0,8.40853797746863e-12,21.671645306456064,0.586890256299692
97,6.5084988685524686e-12,0.010980355572513121,1.0,6.50484804265339e-12,21.646334512835782,0.5877039994912989
98,6.087144424577018e-12,0.011002420068322541,1.0,6.0901217153129905e-12,21.644837382109557,0.5857162493817947
99,7.019653894667945e-12,0.010938321391711692,1.0,7.014892905784371e-12,21.680904949960752,0.5868229158836252
100,6.2700388592664395e-12,0.01095985252499402,1.0,6.265963175385067e-12,21.662292665458622,0.5867896942881977
