Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9011275720453548,0.012672904308907643,0.7563935556097658,0.6367390184011729,23.55184986307102,0.7339868627576267
2,1.0044106126545431,0.006521692586962335,0.6460634353489219,0.6486168796859102,22.829402628521084,0.776412861066706
3,1.0008643280817362,0.005404799968048841,0.6672577233657152,0.6667565889843924,25.58943081560388,0.807928697642158
4,1.001283289800861,0.005126089642973182,0.6085657422414082,0.6094534803150656,24.840292944250532,0.8119153578141156
5,1.002809619789352,0.004769728948769277,0.6684148652682047,0.670965518266141,23.67990379504874,0.8083481230455286
6,1.003530594517371,0.004677427258833261,0.46982454822448916,0.4706340185111154,25.88129741691936,0.8255836129188537
7,1.0021266182882342,0.004600728009632247,0.3103304447099834,0.31123866503824016,25.875359957482132,0.8320842869141523
8,1.002506333139842,0.004585422698162987,0.2944044516757577,0.2968019510671764,26.08317255275899,0.8307814676621381
9,1.0009646790327427,0.0042766555960842235,0.44173717448811334,0.4421327005603356,26.339961527440614,0.8338182150616366
10,1.000639988076901,0.004325798992067575,0.37936323266543315,0.3778465464229355,26.059696518103483,0.8335150258681353
11,1.0010016476751087,0.004244012831749316,0.31021821668048105,0.31080237600617777,26.498161795561224,0.8339322189022513
12,1.00019767327223,0.004086913354694843,0.38294689685284733,0.38224486528756374,26.01803657033432,0.8389095421398387
13,0.9998105532394912,0.004041199077556501,0.36245402261882487,0.36164327505105986,26.55710807198483,0.8399411967221428
14,1.0003122276603105,0.006550264013429245,0.600753119377319,0.6010127336250808,23.512796865094675,0.7277162488769082
15,1.0023383861244795,0.004886302292168497,0.5515503354557973,0.5536977743103119,26.162791813838982,0.8240256183287676
16,1.0033771090022103,0.004414086712044692,0.584730085941132,0.5875031972788051,26.253805980940072,0.8305512271207922
17,1.0042477842433724,0.005476566533931715,0.6024810742189785,0.6058281365411724,26.0199623675669,0.8257820327141706
18,1.0024460397366277,0.0041856591489366785,0.48918895320977995,0.4909820922763048,26.475736728443163,0.8344184301881229
19,1.0026969283212446,0.003988185131108154,0.5444266825664543,0.5472351720518694,26.47712901582809,0.8374692369909847
20,1.0061158199795706,0.004582902329923685,0.6659089260472509,0.670744960208139,25.343887239189815,0.8023546959372128
21,1.0091292813438142,0.00414884926266076,0.6163548537071594,0.6239575895149551,26.47954648402134,0.8361768622959361
22,1.0016503712659823,0.00390624376883853,0.5367001890422342,0.5372264161009989,26.568739716651084,0.8370938728837406
23,1.0040015643228315,0.003834532473214015,0.4884774637008142,0.4912248637433537,26.23933111675258,0.8369620512513554
24,1.0022400441426718,0.003958571574422057,0.3538159639178636,0.3545553205827039,22.186929575120796,0.806328318680034
25,1.0011595639211688,0.0038188627795567236,0.5328773999499704,0.5345184858116561,26.205910798093566,0.8384817134632784
26,1.0011518928390777,0.00374650229053003,0.5217059533895847,0.5231616768579997,26.519533638611613,0.838057768905864
27,0.9999437044908901,0.0038125670526154383,0.4548711659522828,0.45320324676479407,26.746452184533638,0.8448215808587916
28,1.0020991661734209,0.0038317130339850566,0.4979740285944796,0.49868116559382686,26.640411598848736,0.8409098855186912
29,1.0006699194308526,0.0036989904941243682,0.5245238312632737,0.5249999019985427,26.666894439207773,0.8424702105802648
30,1.0014305765757303,0.0035972169152611567,0.5158486059468663,0.516856049220719,26.812822664229813,0.8466317948173074
31,1.001513985331187,0.0035479473068328674,0.5268566603003861,0.5279236744906374,26.79068846971433,0.8448861439087811
32,1.0007718610478018,0.0037007228649795767,0.4720068428973238,0.47229364404421365,26.520585359256543,0.8405566749853246
33,1.0011186370164333,0.0036909427213856205,0.5135371393786219,0.514478736480553,26.859513410868793,0.845720063938814
34,0.9999947962503947,0.003227733170145197,0.8145088481332013,0.8163910713881076,26.91442806484746,0.848241582477794
35,1.0,0.003034130090144937,1.0,1.0,26.922953208735045,0.8489087507304023
36,1.0,0.0029869730744377047,1.0,1.0,26.869027051862812,0.8446582252839032
37,1.0,0.0029706314331600947,1.0,1.0,26.864120998651465,0.8499926750800189
38,1.0,0.002970136196692725,1.0,1.0,26.757804667212053,0.8486470824129442
39,1.0,0.0029378775402925865,1.0,1.0,27.001225719461885,0.8518721876424902
40,1.0,0.0029486077665323448,1.0,1.0,26.959112712250885,0.8469250495293561
41,1.0,0.0028930985140697865,1.0,1.0,26.704545756781222,0.8482833748705247
42,1.0,0.0029168165934656907,1.0,1.0,26.938899592646944,0.851518537016476
43,1.0,0.002870380763789851,1.0,1.0,27.071316759164873,0.8523608645270853
44,1.0,0.0028822096163953494,1.0,1.0,27.096474731291455,0.8544211428305682
45,1.0,0.002881210147832593,1.0,1.0,15.710017730966982,0.7271680570349974
46,1.0,0.00863543567777483,1.0,1.0,25.956038184372506,0.8188818149005666
47,1.0,0.004631051184932985,1.0,1.0,24.58744325893584,0.7972434822250815
48,1.0,0.004043452370867223,1.0,1.0,25.93847697594317,0.8261892663731295
49,1.0,0.0036760226692335155,1.0,1.0,26.322503134572116,0.8335440921783447
50,1.0,0.00347551850518379,1.0,1.0,26.46859465253193,0.8384670633428237
51,1.0,0.0033766896457796147,1.0,1.0,26.647296643293693,0.844438910484314
52,1.0,0.003312610751352535,1.0,1.0,26.528480337022565,0.8414572252946741
53,1.0,0.0032307577345096422,1.0,1.0,26.754495051719367,0.8429447708410375
54,1.0,0.003173423265413699,1.0,1.0,26.78913501532451,0.8480501034680534
55,1.0,0.003119016360926503,1.0,1.0,26.845390239076394,0.8482297938010271
56,1.0,0.0030623146675214795,1.0,1.0,26.884032546669857,0.8458657663008746
57,1.0,0.0029989637148393664,1.0,1.0,26.924019021579255,0.8488350200653076
58,1.0,0.002985187483906835,1.0,1.0,26.821823281826592,0.8470365715026855
59,1.0,0.002921923389992939,1.0,1.0,26.943903033249512,0.853082696129294
60,1.0,0.00290983323520886,1.0,1.0,27.020814632040015,0.8540179959465476
61,1.0,0.0029141678061603963,1.0,1.0,27.06575015608639,0.8520242379693423
62,1.0,0.003009640216258561,1.0,1.0,26.983513357252797,0.8501406961328843
63,1.0,0.0029042805503763838,1.0,1.0,27.07942339245644,0.8507794140366947
64,1.0,0.002968145727073986,1.0,1.0,25.775345739509675,0.8445423712449915
65,1.0,0.0032186560428138088,1.0,1.0,26.3875144704671,0.8390470487931195
66,1.0,0.0029702540158578557,1.0,1.0,27.06751422824768,0.8526135597509497
67,1.0,0.0028822616965114,1.0,1.0,27.0692617082873,0.8523135873850655
68,1.0,0.0028548294569583177,1.0,1.0,27.12386244646946,0.8549371558077196
69,1.0,0.00281262085767474,1.0,1.0,27.164442103181624,0.8544435198166791
70,1.0,0.0028301996777313734,1.0,1.0,27.144583877609435,0.8550397821033702
71,1.0,0.002805510623447463,1.0,1.0,27.18657561932343,0.8555118900186875
72,1.0,0.003099886414087461,1.0,1.0,26.91880912596741,0.8521042773302864
73,1.0,0.004338344033573291,1.0,1.0,26.493580073478753,0.8415159612543442
74,1.0,0.003091860178489974,1.0,1.0,26.895545913113935,0.8515311053219964
75,1.0,0.0029072823108335635,1.0,1.0,27.019587513446094,0.8518576055414536
76,1.0,0.0028634636054473543,1.0,1.0,21.3497945528407,0.8100924323586857
77,1.0,0.00289032909924354,1.0,1.0,27.130865429491223,0.8540683042301851
78,1.0,0.002775019092853376,1.0,1.0,27.228691606964382,0.857877849410562
79,1.0,0.0027546948496207685,1.0,1.0,27.16607593814098,0.8565287815823275
80,1.0,0.002757126735579111,1.0,1.0,27.14786027731288,0.8560414753240697
81,1.0,0.00271771313773167,1.0,1.0,27.17463423021325,0.8556473220095915
82,1.0,0.0027245881368300156,1.0,1.0,27.111198649932454,0.8570525040346033
83,1.0,0.002731890382222876,1.0,1.0,27.28505069845301,0.8592721399138955
84,1.0,0.0027132962326223624,1.0,1.0,26.988442093055166,0.8573645277584301
85,1.0,0.0027439472960966256,1.0,1.0,27.228730743993662,0.8596180918637444
86,1.0,0.0027033944011939145,1.0,1.0,27.161641413933527,0.8570655777875115
87,1.0,0.003217691877232251,1.0,1.0,26.98049281117982,0.8540202713012696
88,1.0,0.002773113718010976,1.0,1.0,27.275706423285634,0.8580988317377427
89,1.0,0.0027537678351101584,1.0,1.0,27.10779179683053,0.8542595242051517
90,1.0,0.0026944899267355303,1.0,1.0,27.260281089814,0.8580594175002154
91,1.0,0.0026949548887501575,1.0,1.0,27.211783576061332,0.8535878238958471
92,1.0,0.0026706210248908418,1.0,1.0,27.21043441423869,0.8594100388358621
93,1.0,0.0026938519456764,1.0,1.0,27.27597841814017,0.858319876614739
94,1.0,0.0026698651917078002,1.0,1.0,27.347306026088155,0.8603753911747652
95,1.0,0.002667305677973046,1.0,1.0,27.311442096510596,0.8587831643048455
96,1.0,0.0026641401881630907,1.0,1.0,27.351724794766,0.8602323477408466
97,1.0,0.0026330043573467854,1.0,1.0,27.252096700016573,0.8591409075961394
98,1.0,0.0026319173875705387,1.0,1.0,27.307559154446967,0.859318768417134
99,1.0,0.002634028599926544,1.0,1.0,27.311426835523704,0.8579082782128278
100,1.0,0.0026240026641882463,1.0,1.0,27.345568518997467,0.8596577637335834
